some_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,dist
9612,0,1,1,2,0,4,1,2,4,5,4,2,8,5,4,13,11,11,7,10,14,13,15,18,17,14,19,18,19,24,15,21,23,17,19,23,26,11,33,17,22,26,20,37,36,29,26,31,28,25,21,34,28,29,41,24,29,29,29,22,40,37,28,38,29,34,45,44,43,39,64,39,44,47,37,47,57,42,42,48,51,44,55,57,62,51,61,45,56,52,60,49,53,61,60,56,56,54,50,57,29,1
9613,1,6,6,6,3,3,13,13,10,11,8,15,13,16,14,22,24,21,9,24,11,21,22,21,19,20,32,33,28,28,19,19,25,32,31,36,38,22,40,33,26,27,31,31,24,40,28,35,36,31,36,27,41,44,35,34,47,32,27,37,32,30,42,33,35,29,35,31,33,47,31,34,47,35,36,54,38,41,50,34,45,38,42,40,43,39,39,37,34,31,49,41,34,34,40,49,45,36,43,41,16,0
9614,0,1,3,2,0,2,2,4,4,6,11,7,5,5,5,11,9,13,12,12,8,13,16,13,18,11,19,19,16,20,10,17,18,24,16,23,22,18,19,20,17,22,17,24,23,23,42,30,29,19,33,28,30,17,36,30,20,44,26,30,42,30,38,40,39,36,26,33,37,50,37,47,31,53,41,52,49,50,60,47,53,39,52,53,51,61,37,49,49,49,56,58,58,70,63,64,68,63,65,78,32,1
9615,3,3,2,4,10,2,5,6,8,7,7,7,8,8,8,8,10,7,8,13,13,15,15,9,7,6,15,15,22,13,7,11,8,11,14,17,13,17,18,25,21,24,28,19,25,28,24,19,22,26,26,23,26,28,29,27,23,40,38,34,31,37,35,39,30,41,32,47,31,41,51,39,50,38,50,34,59,46,57,37,65,50,61,49,59,52,53,51,63,53,57,54,71,55,76,66,75,57,66,72,35,0
9616,0,0,0,0,2,0,1,5,2,3,4,4,3,3,5,5,2,4,4,9,9,6,8,8,8,12,6,6,17,15,7,7,16,13,11,11,19,18,20,11,16,17,18,21,17,23,17,27,35,21,21,24,21,19,37,41,39,34,33,32,38,37,42,35,37,37,40,31,34,36,43,50,42,60,52,48,41,49,46,61,53,53,49,64,73,49,62,63,58,64,59,65,69,77,66,85,60,83,78,73,41,1
9617,4,11,17,17,18,17,13,8,15,11,13,12,23,15,9,14,14,16,20,13,24,16,18,14,18,15,14,15,21,28,14,20,39,25,21,23,25,27,24,30,23,29,28,24,30,43,28,27,31,33,30,36,36,35,37,34,41,35,31,33,30,29,34,43,38,28,30,50,31,39,39,30,40,55,49,42,50,29,38,40,45,47,46,30,44,35,46,43,47,53,40,52,42,37,34,43,54,33,55,32,23,0
9618,0,0,0,0,0,2,1,2,4,5,4,1,3,5,8,4,5,5,4,8,6,9,16,6,10,13,11,13,13,14,15,13,14,18,15,24,16,11,19,15,24,19,19,16,19,19,21,28,29,27,23,25,37,36,27,38,28,22,36,27,36,28,37,44,37,24,32,41,58,51,49,38,39,42,42,49,47,52,50,56,53,60,73,63,52,63,56,63,67,72,64,69,49,82,65,61,73,67,68,51,25,1
9619,1,1,0,0,0,3,1,2,3,4,1,5,4,1,5,10,3,6,4,8,9,10,12,7,16,7,16,14,15,14,11,16,11,23,19,21,17,21,24,16,26,19,34,22,37,20,30,33,31,37,32,35,33,38,37,46,23,50,38,41,35,31,47,34,44,33,40,48,53,45,48,44,39,43,58,44,49,48,52,55,58,59,60,38,51,59,48,50,57,57,58,46,39,58,50,57,63,39,51,62,27,0
9620,0,0,0,0,0,0,1,0,0,2,1,1,3,2,2,4,5,2,3,4,6,4,7,7,11,10,10,15,11,6,9,15,6,19,20,13,16,20,19,22,28,20,32,26,27,22,33,27,28,30,31,35,34,31,36,32,39,37,41,39,35,42,41,45,46,41,44,52,45,49,37,43,51,55,54,45,49,40,59,53,51,42,56,69,63,67,58,61,45,54,47,61,59,75,48,70,55,49,60,55,25,0
9621,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,5,0,2,3,3,4,8,3,6,9,4,2,13,12,7,10,7,11,12,16,22,10,21,26,27,22,20,22,29,25,25,22,30,27,28,22,36,31,29,36,29,30,38,42,46,30,39,39,47,31,39,38,34,44,51,37,50,37,48,50,56,49,70,58,50,53,59,61,64,70,60,57,40,69,63,65,71,59,56,61,73,62,63,60,63,34,0
9622,6,9,11,10,11,11,9,11,6,17,7,12,16,7,14,13,10,14,11,11,13,17,12,16,25,14,13,18,22,19,14,15,29,26,29,22,22,20,23,23,19,16,20,32,24,35,24,28,22,20,41,27,23,29,29,37,33,36,42,35,29,51,35,29,34,41,47,43,47,36,42,34,52,43,51,39,47,49,45,45,45,57,54,33,48,38,53,48,46,49,54,40,52,45,53,43,40,54,52,52,25,0
9623,3,3,7,6,4,9,6,8,8,8,14,9,12,16,11,12,17,11,17,22,23,25,14,17,27,19,19,27,23,20,24,21,32,28,18,30,25,27,20,29,31,30,28,37,35,28,33,46,43,32,28,31,38,34,43,46,37,31,34,32,39,44,40,38,38,37,35,39,37,33,49,37,46,36,38,39,30,43,38,42,41,45,34,40,42,42,39,22,45,53,44,31,45,42,49,33,35,45,44,51,32,0
9624,0,0,0,0,0,0,0,3,0,1,1,1,2,1,0,3,2,3,4,2,4,5,5,6,4,8,4,9,7,15,12,13,6,17,13,13,14,14,22,20,19,16,32,23,17,30,20,14,29,30,28,20,28,31,26,33,34,38,30,46,34,38,54,49,48,56,45,42,52,45,45,59,55,48,52,46,67,61,44,49,63,56,51,66,48,56,57,53,42,63,57,72,41,58,69,64,65,83,68,65,36,0
9625,12,23,30,22,24,20,27,24,21,23,23,22,26,27,22,25,22,19,26,28,28,20,24,26,25,24,24,23,29,29,31,27,18,30,23,27,33,14,28,20,16,26,32,30,25,44,29,22,25,27,26,23,43,36,32,28,37,32,35,34,32,28,24,39,22,44,33,42,31,30,31,35,31,31,42,34,34,39,33,32,32,31,30,31,41,48,48,38,37,35,52,34,38,41,43,35,25,41,32,32,18,0
9626,0,2,1,0,0,3,1,5,3,5,3,2,5,4,5,6,13,7,3,10,9,14,10,11,15,16,10,17,15,20,20,12,21,16,29,23,27,17,23,31,22,24,17,27,28,26,32,25,29,26,32,35,28,35,33,35,41,38,29,39,35,33,46,47,39,48,42,35,31,50,41,48,51,49,36,39,53,51,38,45,48,45,43,55,57,55,62,56,55,49,56,59,42,51,56,57,56,56,64,50,36,0
9627,3,6,5,8,7,13,10,14,12,9,4,12,16,12,12,10,15,12,20,12,21,16,15,17,18,23,22,25,25,17,17,24,23,19,15,18,23,20,27,17,28,25,23,17,29,27,31,32,30,30,26,27,30,28,35,38,29,44,36,35,28,40,28,34,24,38,47,37,37,40,36,47,46,39,51,50,52,47,45,49,33,40,51,38,55,37,52,60,44,45,42,56,52,54,42,50,56,43,52,51,18,0
9628,2,3,2,5,6,4,4,5,6,7,7,3,1,5,3,4,9,6,8,6,6,13,4,10,10,6,9,8,15,9,8,8,12,11,7,12,10,14,12,13,17,8,22,19,20,16,18,16,16,25,16,18,23,25,30,26,28,22,40,29,26,17,41,30,33,36,34,35,34,44,42,42,44,36,46,49,52,42,51,61,62,58,51,47,62,64,58,65,83,66,78,78,76,83,86,77,83,75,95,80,51,0
9629,2,6,3,4,5,9,5,14,15,11,12,12,16,14,11,13,8,10,14,13,19,16,29,8,9,7,18,20,19,14,15,14,16,21,18,17,15,16,20,23,22,28,24,13,26,35,24,23,29,27,25,31,39,36,35,27,30,31,33,28,33,37,42,47,40,34,47,39,34,36,42,43,43,51,47,60,38,40,51,41,44,57,46,59,56,52,43,51,46,42,61,55,48,52,63,54,44,49,51,58,27,0
9630,0,3,1,7,8,10,13,7,14,11,13,14,11,10,13,20,20,23,15,31,15,20,17,23,22,22,21,19,21,22,36,29,17,32,12,21,26,26,20,30,29,28,31,23,33,21,39,39,28,33,38,34,44,27,32,35,37,21,24,31,39,41,45,42,45,43,41,40,41,35,40,35,39,41,36,21,36,51,45,42,47,41,42,47,38,41,36,34,35,53,54,36,43,31,47,39,47,47,55,41,26,1
9631,9,7,12,8,14,11,8,13,12,16,15,17,11,19,11,21,25,22,12,18,15,21,15,17,12,19,22,17,18,17,21,30,28,25,21,17,29,23,19,31,22,20,27,32,28,29,23,34,38,30,31,33,31,21,25,37,28,29,39,30,33,31,49,45,23,38,26,40,33,35,53,42,57,40,43,38,36,49,39,42,44,38,47,31,43,50,40,41,65,42,44,32,30,57,52,50,43,47,56,45,26,0
9632,13,20,27,25,23,18,27,14,20,31,20,20,23,31,25,29,23,25,17,21,24,18,30,24,28,24,18,24,27,24,24,21,34,18,28,29,34,27,21,21,23,33,31,30,29,27,21,28,32,33,35,32,33,24,28,40,25,29,33,30,30,38,23,28,20,40,33,34,41,36,45,33,30,39,24,45,32,27,38,36,32,38,34,39,34,33,34,42,36,39,39,54,25,42,41,42,38,39,44,40,17,0
9633,8,9,6,17,16,11,11,10,12,15,17,21,17,9,14,15,17,20,26,27,20,20,12,21,16,17,22,26,22,18,17,20,20,19,25,18,20,26,24,18,32,25,29,22,38,15,21,22,26,19,32,45,36,33,28,35,24,31,31,38,41,43,36,43,45,33,35,33,32,50,35,34,29,43,44,50,37,34,42,41,52,43,42,44,42,38,36,34,46,36,37,54,56,45,51,51,61,51,48,50,22,0
9634,7,13,12,15,7,14,12,13,18,13,15,21,15,19,18,12,20,21,13,15,19,11,18,31,26,22,22,35,19,21,28,19,19,28,24,20,26,17,30,23,24,21,24,21,23,22,25,32,25,41,31,36,36,26,32,19,32,38,26,29,31,45,34,28,43,31,33,33,34,43,33,38,37,29,45,36,35,40,44,42,32,51,39,35,35,49,38,42,47,44,48,44,58,58,38,51,47,52,63,54,27,0
9635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,2,4,1,6,2,5,5,2,5,7,9,8,5,14,6,11,15,15,19,10,16,19,14,24,20,27,17,23,25,24,35,23,35,34,30,37,45,34,32,46,28,31,37,48,40,36,37,43,62,37,45,47,57,58,47,39,37,55,62,48,46,52,54,42,54,65,58,42,59,74,54,58,57,49,74,67,73,76,64,62,53,62,57,35,0
9636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,3,1,2,5,4,5,10,4,2,5,6,7,13,11,12,10,12,13,12,18,14,14,21,11,23,14,26,19,27,21,35,20,34,26,36,25,29,37,38,29,46,44,46,33,45,39,49,36,53,48,40,60,55,49,60,50,48,58,70,46,62,70,45,72,56,58,62,66,56,64,56,85,71,69,83,68,69,65,67,80,40,0
9637,0,0,0,0,1,0,1,2,2,4,1,2,0,3,5,2,9,1,3,10,11,10,11,12,9,10,14,13,11,7,20,13,16,12,25,21,17,25,16,22,20,21,14,21,20,18,21,21,27,31,30,29,27,31,27,29,26,30,30,29,37,47,50,29,30,35,43,48,44,50,48,38,51,49,47,50,58,44,49,47,46,59,58,58,69,66,56,67,48,76,61,65,69,60,65,52,60,67,64,64,33,1
9638,2,3,0,3,4,0,7,4,3,5,6,8,6,4,7,8,13,6,13,11,14,22,18,16,16,13,13,19,18,34,18,20,24,20,18,26,17,26,24,37,32,37,29,31,41,26,28,31,30,31,34,32,32,47,34,31,50,38,36,36,39,43,42,31,39,42,35,60,40,44,30,47,42,54,37,36,40,35,54,54,51,52,48,45,42,61,51,46,40,38,45,52,30,39,51,41,49,50,43,46,24,0
9639,4,6,11,7,6,10,21,18,17,15,18,17,21,11,14,19,20,17,18,19,24,32,23,25,24,21,26,21,14,25,21,27,28,36,24,20,26,33,34,27,31,25,33,38,25,20,25,25,30,32,47,35,25,23,30,29,34,25,29,30,45,29,28,29,46,37,31,28,39,36,48,39,29,44,38,34,37,40,41,51,41,49,50,42,29,34,51,53,43,37,35,36,35,49,33,41,43,54,42,47,16,1
9640,0,2,2,10,8,11,7,13,14,12,12,12,10,15,11,18,16,15,16,17,28,20,23,21,32,18,20,25,29,23,30,26,29,19,27,23,32,32,27,16,34,37,30,28,26,27,31,25,29,28,30,36,26,35,38,35,27,29,35,33,45,29,40,36,34,25,39,25,38,38,36,40,39,39,35,41,50,38,38,31,36,38,34,40,38,58,46,42,50,43,47,51,41,55,51,47,47,45,39,51,25,1
9641,10,17,12,13,13,26,17,16,16,27,17,18,22,21,13,23,16,17,25,16,15,22,17,21,20,25,25,12,24,24,19,35,29,26,19,20,29,27,30,25,30,42,25,26,28,35,23,32,28,31,25,38,34,26,28,30,29,33,24,41,39,36,31,47,26,32,34,31,34,35,43,41,35,37,30,37,33,39,50,35,49,39,43,40,52,38,38,36,41,31,33,45,45,42,37,33,56,36,48,45,21,0
9642,12,14,21,17,16,24,17,20,14,23,27,25,26,28,20,15,25,21,27,24,43,35,28,21,27,26,28,18,29,23,19,26,15,35,32,41,29,33,25,30,29,32,32,33,38,31,32,33,22,30,32,26,45,20,42,34,31,30,18,35,37,22,39,46,32,33,42,39,30,31,32,24,30,37,31,34,45,38,33,39,29,41,31,34,33,29,39,35,21,32,38,34,32,38,37,39,40,36,32,35,17,1
9643,5,13,12,8,17,22,20,21,17,23,16,17,17,20,25,29,25,18,18,28,35,22,21,28,18,22,36,27,29,29,27,22,28,26,35,40,35,24,36,33,36,23,31,34,27,34,36,29,32,41,27,39,26,31,29,45,47,34,31,35,30,24,30,37,27,34,37,26,41,30,32,32,29,32,41,39,37,30,38,32,31,29,37,27,29,36,49,46,44,23,26,39,42,33,34,31,41,43,33,40,18,1
9644,2,3,0,5,3,6,4,4,4,7,8,7,6,8,12,12,11,11,9,5,16,21,11,14,17,11,13,19,13,11,10,15,17,21,17,12,15,13,21,19,21,30,18,13,25,26,25,19,23,17,26,23,27,23,31,30,34,18,31,37,38,31,38,40,42,35,45,41,42,43,49,47,37,50,53,42,55,54,46,48,47,51,61,43,41,47,56,63,54,60,55,61,66,69,61,60,57,71,69,72,30,0
9645,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,2,1,4,2,2,2,8,4,5,11,5,9,9,12,18,10,6,22,14,15,20,12,20,11,31,23,20,25,22,20,26,38,24,30,34,32,38,47,42,21,31,42,47,44,30,46,36,46,36,56,35,49,49,47,40,55,37,44,46,46,63,55,62,68,54,59,57,60,63,62,60,62,57,50,60,69,60,59,68,65,53,63,71,33,0
9646,0,3,0,7,3,2,6,1,5,5,13,7,8,9,7,14,15,9,10,14,12,15,10,21,19,18,18,24,21,27,20,24,19,24,31,25,26,43,38,20,26,30,32,29,32,24,40,36,34,40,28,35,44,40,35,33,41,47,42,52,35,44,34,35,42,31,39,43,37,39,43,44,38,35,40,38,48,47,46,26,42,30,45,51,35,49,48,49,55,39,50,34,43,45,57,45,45,37,40,39,25,0
9647,0,2,5,4,4,3,2,7,4,11,7,9,7,4,9,6,6,6,3,11,8,8,12,13,13,8,12,14,8,13,19,18,13,17,18,13,16,16,24,19,18,16,16,19,18,22,14,18,23,19,28,25,20,22,28,24,23,21,26,25,28,34,36,33,39,41,35,54,58,56,38,37,61,39,54,52,48,50,57,61,44,49,58,53,45,52,57,62,75,70,63,56,75,50,59,82,66,63,69,86,38,0
9648,3,17,16,23,16,19,18,23,20,23,19,28,26,19,15,32,30,27,24,31,24,24,21,18,20,22,22,29,33,25,32,21,42,28,23,26,29,25,22,32,26,21,18,15,33,30,24,35,33,27,27,29,31,35,34,33,35,26,23,25,27,28,41,24,32,37,22,40,33,29,27,34,32,32,32,40,25,37,41,32,37,53,54,37,36,28,47,47,30,38,38,36,47,43,40,46,35,43,41,56,16,0
9649,0,3,6,2,2,3,1,3,2,1,4,2,3,7,1,2,6,3,2,5,6,4,6,3,8,4,9,9,7,10,5,7,10,7,5,9,12,8,12,7,15,11,16,19,12,13,15,18,13,22,17,20,17,33,20,24,20,21,29,29,27,23,18,29,26,28,27,36,60,38,48,39,43,55,57,43,49,62,45,56,58,64,50,63,67,57,56,73,71,87,76,87,92,65,75,83,115,93,102,112,55,0
9650,1,5,1,3,7,7,3,6,8,8,11,4,10,8,13,17,13,15,16,15,18,18,17,26,18,23,18,28,22,19,22,23,16,29,27,29,27,29,26,19,24,24,31,34,36,29,31,26,29,32,35,40,34,33,30,31,41,43,44,57,35,38,33,42,28,30,37,39,31,42,38,49,40,40,45,41,49,33,37,45,44,32,50,41,42,53,52,43,39,38,49,47,40,58,46,50,50,44,37,47,17,0
9651,7,23,27,25,20,23,21,29,27,20,24,17,22,27,16,27,19,33,28,24,22,24,19,30,19,23,23,39,28,22,27,26,25,16,26,15,33,25,23,30,39,25,33,23,20,24,28,35,35,35,29,32,37,30,29,22,26,35,20,39,31,33,36,28,41,29,36,27,37,28,31,25,31,32,37,38,33,37,32,44,41,38,36,31,52,37,30,35,26,38,31,34,36,51,38,32,42,48,50,41,17,0
9652,0,0,1,0,5,3,4,4,4,8,4,5,5,10,7,14,10,13,13,13,8,20,12,16,15,21,20,20,15,20,23,24,14,25,23,23,33,25,20,26,26,28,33,35,26,33,40,28,44,36,34,31,30,30,39,38,36,41,51,50,37,30,43,45,39,32,46,40,49,48,37,46,55,38,48,47,42,37,39,53,45,37,39,37,39,40,48,45,51,50,56,51,47,33,41,57,53,38,55,37,15,0
9653,0,0,2,0,0,1,2,2,3,3,2,4,5,3,6,4,7,10,7,12,6,15,2,7,12,12,16,17,9,16,16,16,18,14,22,20,15,19,19,17,19,22,25,17,20,25,19,30,21,31,36,32,32,43,32,33,27,39,39,28,40,32,40,48,50,40,36,38,35,34,48,40,44,48,51,49,46,41,58,57,51,39,47,64,57,69,50,57,64,53,49,52,55,69,66,50,63,62,62,84,31,1
9654,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,6,3,4,1,7,5,1,9,12,6,11,7,7,8,11,15,17,14,16,17,15,19,26,27,23,17,21,35,24,32,26,21,24,17,35,34,37,47,36,36,28,36,44,40,40,37,39,32,34,45,52,37,45,44,29,52,54,37,59,50,52,37,49,55,54,49,45,53,59,54,61,60,66,57,71,62,64,64,52,75,65,72,63,60,30,0
9655,6,8,11,11,12,13,9,11,9,17,21,12,11,13,12,17,22,11,17,19,21,13,16,18,8,15,17,23,18,17,28,21,21,15,29,13,26,23,28,34,23,24,31,23,46,28,32,21,35,19,27,24,37,27,29,35,45,40,33,38,32,39,36,40,28,33,36,43,43,38,45,35,41,32,39,49,49,35,38,45,49,41,44,46,48,56,37,54,33,40,48,35,47,47,54,52,47,47,42,45,29,0
9656,7,9,8,16,22,23,13,18,15,17,10,18,15,15,20,19,13,10,17,30,12,20,17,15,15,22,22,13,23,27,21,22,24,18,22,23,22,25,25,33,29,20,33,29,21,22,30,26,22,28,33,40,27,31,27,33,25,22,34,32,28,23,32,28,32,27,29,41,36,30,34,36,42,37,34,37,29,37,37,35,56,46,41,47,46,52,57,51,46,43,45,61,47,49,53,52,56,58,44,56,30,0
9657,7,22,20,17,12,26,13,22,16,17,22,19,14,12,11,10,23,16,13,20,19,24,14,20,24,29,24,18,14,21,19,23,24,22,26,18,24,20,27,25,31,19,33,32,22,22,24,28,28,28,33,23,31,33,25,34,32,32,26,40,24,24,34,20,34,29,42,24,35,28,33,37,37,38,40,48,36,38,35,37,35,40,39,33,46,60,58,48,52,42,57,47,47,39,52,51,39,59,47,68,25,0
9658,1,0,1,1,4,1,3,4,5,4,3,6,6,2,5,11,12,7,11,12,14,13,19,12,10,21,8,19,15,14,12,18,21,18,19,25,17,25,22,24,21,21,26,19,28,41,23,28,28,21,27,27,31,33,33,53,40,44,33,32,33,19,26,35,40,29,43,25,43,47,46,49,40,38,39,41,48,59,41,41,46,59,47,50,48,49,58,53,54,59,48,51,61,56,60,57,62,65,84,70,27,1
9659,4,4,4,8,6,10,7,6,6,6,1,8,6,9,3,8,10,6,7,9,8,13,10,17,7,8,11,16,12,12,15,21,16,11,13,15,17,19,19,24,25,18,15,11,29,31,24,22,22,22,23,21,33,26,31,33,28,40,35,37,39,35,38,39,38,32,45,39,44,23,53,39,54,39,45,39,61,45,64,41,60,46,49,40,51,63,57,47,56,64,57,68,55,66,60,75,60,71,71,63,31,0
9660,0,2,2,11,8,11,8,9,9,9,5,8,11,5,12,6,4,10,11,13,8,20,12,14,14,13,9,14,15,21,21,17,16,20,17,15,14,29,28,20,26,25,12,28,21,30,25,30,22,28,22,26,33,36,33,34,27,48,39,39,38,35,39,37,40,34,53,40,46,38,42,45,40,48,41,39,40,40,49,48,47,45,61,53,35,59,52,57,50,68,46,59,51,57,45,61,52,63,56,45,31,0
9661,9,22,24,22,19,20,20,25,32,20,16,12,25,23,26,15,22,30,24,30,27,18,27,25,28,34,25,20,25,41,27,31,32,27,27,24,31,24,27,31,28,34,29,30,18,33,40,23,33,29,22,29,22,31,29,27,41,27,22,18,37,25,29,32,41,34,31,43,26,37,29,30,41,30,32,32,38,43,20,32,32,45,23,32,31,41,41,35,50,42,37,33,41,37,35,37,38,41,44,46,25,0
9662,0,3,4,4,10,9,12,11,5,16,9,16,20,18,17,13,18,21,16,23,22,15,22,15,26,24,16,25,23,18,24,30,19,23,26,15,25,28,22,26,28,36,20,31,30,29,29,25,25,28,28,31,40,30,31,34,30,28,32,36,35,34,37,29,34,44,42,51,35,44,48,42,29,37,29,45,43,32,36,35,53,40,49,41,36,40,32,52,58,38,37,46,54,51,47,55,45,46,47,47,35,1
9663,16,16,14,17,19,22,23,29,23,25,27,19,20,22,24,18,20,30,18,19,18,28,14,26,16,17,23,30,20,27,22,23,18,29,26,29,22,25,36,16,45,26,35,27,37,23,24,20,29,32,32,35,39,31,32,29,36,30,37,32,21,39,22,27,30,35,41,26,29,25,33,29,47,37,43,27,28,34,37,32,40,49,42,34,35,41,40,31,45,33,31,30,50,40,45,49,46,41,48,50,21,0
9664,3,5,4,2,2,4,2,7,10,7,4,5,7,6,8,12,9,18,13,24,15,15,25,15,15,11,13,18,20,13,25,20,29,25,28,17,22,20,21,27,29,34,25,39,35,42,33,40,29,35,29,36,34,35,38,23,33,29,40,21,44,43,27,47,34,45,45,32,40,42,44,37,46,45,41,39,46,44,32,58,48,42,41,50,51,49,37,52,55,51,48,64,45,46,46,40,52,35,40,52,20,0
9665,0,0,0,0,1,1,2,2,3,5,2,0,7,3,3,7,2,4,8,8,4,9,5,9,6,13,9,12,13,8,12,7,20,15,26,15,14,21,19,20,18,17,19,19,13,22,38,25,25,29,27,28,31,37,40,39,28,36,34,38,26,43,39,34,41,37,32,42,43,41,39,45,57,44,56,55,43,67,47,59,53,34,56,42,36,57,59,65,80,54,60,63,61,64,62,74,65,70,67,73,37,1
9666,1,4,6,6,4,2,9,9,11,6,10,3,5,5,7,10,4,8,10,5,10,10,7,4,8,18,15,4,12,11,9,8,13,17,19,7,20,17,23,19,15,20,21,21,24,19,22,30,22,30,24,36,24,24,30,38,39,24,32,28,22,32,26,30,28,34,33,30,44,46,40,43,47,45,51,49,34,52,39,49,55,47,56,48,55,66,56,47,73,61,76,57,70,81,65,86,64,66,76,76,46,0
9667,10,9,15,12,16,14,21,15,20,21,22,13,18,25,22,16,23,26,13,27,19,24,21,29,26,27,17,20,20,26,25,26,29,23,18,19,23,35,24,22,34,28,24,29,33,32,37,23,30,37,27,34,34,38,28,31,36,25,33,26,31,25,42,21,30,40,42,45,40,31,36,37,33,41,34,41,35,31,36,47,39,41,37,46,32,50,47,51,37,57,34,33,35,39,45,42,46,35,37,30,19,0
9668,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,2,2,4,7,6,7,4,4,3,10,6,5,6,18,13,14,15,10,16,15,15,15,19,20,24,26,28,20,26,23,26,23,22,34,29,30,33,25,42,37,37,25,33,45,44,31,37,34,47,47,34,42,45,54,47,52,44,53,50,43,46,56,53,70,52,47,66,44,63,55,64,56,51,59,69,69,56,63,62,58,66,80,81,53,27,0
9669,5,8,12,13,14,16,9,18,14,14,17,18,12,20,10,9,18,16,11,17,15,21,13,13,23,19,15,18,26,24,27,22,16,22,28,19,19,28,29,27,29,22,26,30,31,28,34,27,31,29,30,25,26,49,29,40,27,35,30,20,41,38,35,31,38,32,29,32,38,31,29,37,44,39,48,47,58,43,43,52,37,36,32,39,50,30,50,55,42,65,44,43,51,46,47,44,42,40,55,52,22,0
9670,4,5,3,7,6,7,5,4,9,4,4,10,8,6,12,11,9,19,15,7,16,12,17,18,19,10,10,11,15,15,23,14,15,17,18,18,17,16,18,18,12,22,19,19,20,19,24,22,30,27,26,25,20,31,21,33,35,35,34,33,27,27,42,45,35,44,38,36,43,45,40,35,43,44,44,40,48,44,61,43,43,46,46,57,76,57,54,56,63,46,66,60,56,67,66,56,58,61,56,82,25,0
9671,2,6,5,11,4,11,20,13,10,9,11,12,15,24,22,24,28,19,21,17,20,18,26,24,20,23,25,23,29,32,16,29,28,19,30,28,19,30,30,29,30,34,25,23,25,17,24,25,26,31,38,35,33,34,28,33,30,40,42,34,31,41,42,34,38,39,33,50,38,26,31,38,33,32,49,47,35,45,33,40,28,40,36,37,37,40,48,42,49,41,37,47,50,53,33,39,43,44,42,47,23,1
9672,12,22,20,21,16,22,16,23,22,12,17,9,35,18,15,25,19,28,29,22,34,34,23,35,32,30,21,22,24,31,33,27,23,35,40,25,22,26,32,36,32,36,33,33,23,24,25,33,25,40,31,31,37,28,30,32,27,26,33,34,33,36,31,35,29,28,30,34,47,28,33,35,29,42,29,28,35,30,20,31,34,34,43,40,28,34,27,38,42,42,49,40,22,44,39,45,37,36,25,40,17,0
9673,2,0,0,2,0,2,1,2,4,3,3,4,2,3,2,6,6,5,11,9,7,10,9,15,11,20,10,13,13,11,16,22,14,19,18,16,20,26,36,27,24,34,30,30,25,25,35,36,40,34,31,33,36,40,35,34,34,39,39,38,27,39,39,35,55,48,40,39,40,42,48,46,56,47,47,38,55,55,47,50,51,62,37,39,37,48,47,51,49,49,48,57,59,55,59,56,45,52,56,56,22,0
9674,0,4,2,5,2,4,10,2,13,5,9,6,9,12,7,11,7,14,12,14,13,17,16,17,10,14,23,16,11,20,26,31,39,25,19,15,24,22,29,21,25,24,28,27,34,23,37,48,29,28,28,39,36,27,35,39,44,31,26,41,49,41,30,42,46,39,52,40,45,37,42,47,35,55,41,52,46,47,36,40,48,40,37,52,51,46,58,36,37,59,42,44,33,52,43,48,43,46,57,47,14,0
9675,2,4,2,1,5,2,5,1,5,4,0,7,2,5,5,4,7,8,9,8,5,7,6,7,6,10,4,2,12,6,10,11,7,16,10,12,17,18,13,17,11,11,22,15,22,15,18,22,14,29,25,25,23,27,30,23,26,28,36,23,30,29,40,37,29,37,43,40,44,36,43,53,38,46,40,50,54,49,57,57,48,50,52,46,66,55,73,86,65,77,57,81,67,68,98,82,62,69,78,91,50,0
9676,0,2,4,6,7,5,11,17,11,21,8,12,8,11,12,21,15,15,17,14,22,15,22,19,10,30,20,27,23,19,20,27,21,21,24,26,29,32,38,27,28,35,29,34,35,27,32,36,32,22,38,28,20,37,24,35,33,34,24,35,28,35,25,20,32,31,36,30,37,39,43,38,49,45,50,44,50,26,39,39,43,43,60,59,51,46,54,51,42,39,38,45,47,50,41,47,39,51,52,37,22,1
9677,6,7,14,8,9,9,8,11,17,16,14,16,13,17,19,12,15,18,22,17,23,23,22,15,20,17,20,15,25,21,25,23,33,27,24,28,26,37,17,28,20,23,30,28,22,27,27,23,35,48,21,46,32,31,35,26,31,40,35,31,26,30,37,28,33,38,34,40,36,43,40,50,33,34,36,37,41,43,47,37,41,42,35,42,37,46,43,43,41,40,45,51,41,47,47,53,41,41,56,50,27,0
